ticker,yf_symbol,yf_suffix,isin,name,type,domicile,dist_policy,replication,strategy,ter,fund_size_eur,country,sector,currency
BAK,BAK.SA,.SA,,Braskem S.A.,Stock,Brazil,,,,,,Brazil,Materials,USD
BAKPF,BAKPF.AX,.AX,,Global Oil & Gas Limited,Stock,Australia,,,,,,Australia,Energy,USD
BALL,BALL,,,Ball Corporation Common Stock,Stock,United States,,,,,,United States,Consumer Discretionary,USD
BALTF,BALTF,,,iPath Bloomberg Cotton Subindex Total Return(SM) ETN,Stock,,,,,,,,Financials,USD
BALY,BALY,,,Bally's Corporation,Stock,United States,,,,,,United States,Consumer Discretionary,USD
BAM,BAM.TO,.TO,,BROOKFIELD ASSET MANAGEMENT INC,Stock,Canada,,,,,,Canada,Financials,USD
BAMGF,BAMGF.TO,.TO,,BROOKFIELD ASSET MANAGEMENT INC,Stock,Canada,,,,,,Canada,Financials,USD
BAMH,BAMH,,,Brookfield Finance Inc. 4.625%,Stock,,,,,,,,Financials,USD
BAMI,BAMI,,,Brookfield Finance Inc. 4.50% P,Stock,,,,,,,,Financials,USD
BAMXF,BAMXF.DE,.DE,,Bayerische Motoren Werke Aktiengesellschaft,Stock,Germany,,,,,,Germany,Consumer Discretionary,USD
BANC,BANC,,,"Banc of California, Inc.",Stock,United States,,,,,,United States,Financials,USD
BAND,BAND,,,Bandwidth Inc.,Stock,United States,,,,,,United States,Information Technology,USD
BANF,BANF,,,BancFirst Corporation,Stock,United States,,,,,,United States,Financials,USD
BANFP,BANFP,,,BFC Capital Trust II PFD TR 7.20%,Stock,,,,,,,,Financials,USD
BANI,BANI,,,"Banneker, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
BANL,BANL,,,CBL International Limited Ordinary Shares,Stock,Malaysia,,,,,,Malaysia,Energy,USD
BANM,BANM,,,Banner Energy Services Corp.,Stock,United States,,,,,,United States,Financials,USD
BANR,BANR,,,Banner Corporation,Stock,United States,,,,,,United States,Financials,USD
BANT,BANT,,,"Bantec, Inc.",Stock,United States,,,,,,United States,Industrials,USD
BANX,BANX,,,one,Stock,United States,,,,,,United States,Financials,USD
BANXR,BANXR,,,ArrowMark Financial Corp. Right,Stock,United States,,,,,,United States,,USD
BAOB,BAOB,,,"The Baraboo Bancorporation, Inc.",Stock,United States,,,,,,United States,Financials,USD
BAOS,BAOS.SS,.SS,,Baosheng Media Group Holdings Limited,Stock,China,,,,,,China,Communication Services,USD
BAP,BAP,,,Credicorp Ltd.,Stock,Peru,,,,,,Peru,Financials,USD
BARK,BARK,,,BARK Inc. Class A Common Stock,Stock,,,,,,,,Consumer Staples,USD
BARUF,BARUF.TO,.TO,,Baru Gold Corp.,Stock,Canada,,,,,,Canada,Materials,USD
BASA,BASA,,,Basanite Inc.,Stock,United States,,,,,,United States,Materials,USD
BASE,BASE,,,Couchbase Inc. Common Stock,Stock,United States,,,,,,United States,Information Technology,USD
BASFY,BASFY.DE,.DE,,BASF SE,Stock,Germany,,,,,,Germany,Materials,USD
BASWW,BASWW,,,BASIC ENERGY SERVICES INC,Stock,,,,,,,,,USD
BASX,BASX,,,"Basic Energy Services, Inc.",Stock,United States,,,,,,United States,Energy,USD
BATL,BATL,,,Battalion Oil Corporation,Stock,United States,,,,,,United States,Energy,USD
BATRA,BATRA,,,The Liberty Braves Group,Stock,United States,,,,,,United States,Communication Services,USD
BATRB,BATRB,,,The Liberty Braves Group,Stock,United States,,,,,,United States,Communication Services,USD
BATRK,BATRK,,,The Liberty Braves Group,Stock,United States,,,,,,United States,Communication Services,USD
BAX,BAX,,,Baxter International Inc.,Stock,United States,,,,,,United States,Health Care,USD
BAYA,BAYA,,,Bayview Acquisition Corp Class A Ordinary Shares,Stock,United States,,,,,,United States,,USD
BAYAR,BAYAR,,,Bayview Acquisition Corp Right,Stock,United States,,,,,,United States,,USD
BAYAU,BAYAU,,,Bayview Acquisition Corp Unit,Stock,United States,,,,,,United States,,USD
BAYP,BAYP,,,"Bayport International Holdings, Inc.",Stock,United States,,,,,,United States,Energy,USD
BAYRY,BAYRY.DE,.DE,,Bayer Aktiengesellschaft,Stock,Germany,,,,,,Germany,Health Care,USD
BAYZF,BAYZF.DE,.DE,,Bayer Aktiengesellschaft,Stock,Germany,,,,,,Germany,Health Care,USD
BB,BB.TO,.TO,,BlackBerry Limited,Stock,Canada,,,,,,Canada,Information Technology,USD
BBAGF,BBAGF,,,BB Biotech AG,Stock,,,,,,,,Financials,USD
BBAI,BBAI,,,BigBear.ai Inc. Common Stock,Stock,,,,,,,,Information Technology,USD
BBAJF,BBAJF.MX,.MX,,"Banco del Bajio, S.A., Institucion de Banca Multiple",Stock,Mexico,,,,,,Mexico,Financials,USD
BBAL,BBAL,,,"New York Health Care, Inc.",Stock,United States,,,,,,United States,Health Care,USD
BBAR,BBAR,,,Banco BBVA Argentina S.A.,Stock,Argentina,,,,,,Argentina,Financials,USD
BBAVF,BBAVF.L,.L,,Signature Aviation plc,Stock,United Kingdom,,,,,,United Kingdom,Industrials,USD
BBAVY,BBAVY.L,.L,,Signature Aviation plc,Stock,United Kingdom,,,,,,United Kingdom,Industrials,USD
BBBK,BBBK,,,Baker Boyer Bancorp,Stock,United States,,,,,,United States,Financials,USD
BBBMF,BBBMF.TO,.TO,,Huntsman Exploration Inc.,Stock,Canada,,,,,,Canada,Materials,USD
BBBXF,BBBXF.TO,.TO,,Brixton Metals Corporation,Stock,Canada,,,,,,Canada,Materials,USD
BBBY,BBBY,,,Bed Bath & Beyond Inc.,Stock,United States,,,,,,United States,Consumer Discretionary,USD
BBCP,BBCP,,,"Concrete Pumping Holdings, Inc.",Stock,United States,,,,,,United States,Industrials,USD
BBCQ,BBCQ,,,Bleichroeder Acquisition Corp. II Class A Ordinary Shares,Stock,United States,,,,,,United States,,USD
BBCQU,BBCQU,,,Bleichroeder Acquisition Corp. II Units,Stock,United States,,,,,,United States,,USD
BBCQW,BBCQW,,,Bleichroeder Acquisition Corp. II Warrants,Stock,United States,,,,,,United States,,USD
BBD,BBD.SA,.SA,,Banco Bradesco S.A.,Stock,Brazil,,,,,,Brazil,Financials,USD
BBDA,BBDA,,,Bebida Beverage Company,Stock,United States,,,,,,United States,Consumer Staples,USD
BBDC,BBDC,,,"Barings BDC, Inc.",Stock,United States,,,,,,United States,Financials,USD
BBDO,BBDO.SA,.SA,,Banco Bradesco S.A.,Stock,Brazil,,,,,,Brazil,Financials,USD
BBF,BBF,,,BlackRock Municipal Income Investment Trust,Stock,,,,,,,,Financials,USD
BBGI,BBGI,,,"Beasley Broadcast Group, Inc.",Stock,United States,,,,,,United States,Communication Services,USD
BBI,BBI,,,"Brickell Biotech, Inc.",Stock,United States,,,,,,United States,Health Care,USD
BBIG,BBIG,,,"Vinco Ventures, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
BBIO,BBIO,,,"BridgeBio Pharma, Inc.",Stock,United States,,,,,,United States,Health Care,USD
BBIXF,BBIXF.TA,.TA,,Bonus BioGroup Ltd.,Stock,Israel,,,,,,Israel,Health Care,USD
BBK,BBK,,,BlackRock Municipal Bond Trust,Stock,,,,,,,,Financials,USD
BBKCF,BBKCF.TO,.TO,,BIGG Digital Assets Inc.,Stock,Canada,,,,,,Canada,Financials,USD
BBL,BBL.AX,.AX,,BHP Group,Stock,Australia,,,,,,Australia,Materials,USD
BBLC,BBLC,,,Blockchain Loyalty Corp.,Stock,United States,,,,,,United States,Information Technology,USD
BBLG,BBLG,,,one,Stock,United States,,,,,,United States,Financials,USD
BBLGW,BBLGW,,,Bone Biologics Corp Warrants,Stock,United States,,,,,,United States,Materials,USD
BBLKF,BBLKF.L,.L,,Britannia Bulk Holdings Inc.,Stock,United Kingdom,,,,,,United Kingdom,Industrials,USD
BBLN,BBLN,,,Babylon Holdings Limited Class A Ordinary Shares,Stock,United States,,,,,,United States,Health Care,USD
BBLR,BBLR.L,.L,,Bubblr Inc.,Stock,United Kingdom,,,,,,United Kingdom,Information Technology,USD
BBLS,BBLS,,,Petrolia Energy Corporation,Stock,United States,,,,,,United States,Energy,USD
BBN,BBN,,,BlackRock Taxable Municipal Bond Trust,Stock,United States,,,,,,United States,Financials,USD
BBNX,BBNX,,,Beta Bionics Inc. Common Stock,Stock,United States,,,,,,United States,Health Care,USD
BBOT,BBOT,,,BridgeBio Oncology Therapeutics Inc. Common Stock,Stock,United States,,,,,,United States,Health Care,USD
BBQ,BBQ,,,"BBQ Holdings, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
BBRRF,BBRRF,,,Blueberries Medical Corp.,Stock,Colombia,,,,,,Colombia,Health Care,USD
BBRW,BBRW,,,BrewBilt Manufacturing Inc.,Stock,United States,,,,,,United States,Industrials,USD
BBRYF,BBRYF.L,.L,,Burberry Group plc,Stock,United Kingdom,,,,,,United Kingdom,Consumer Discretionary,USD
BBSEY,BBSEY.SA,.SA,,BB Seguridade Participacoes S.A.,Stock,Brazil,,,,,,Brazil,Financials,USD
BBSI,BBSI,,,"Barrett Business Services, Inc.",Stock,United States,,,,,,United States,Industrials,USD
BBSRF,BBSRF,,,one,Stock,United States,,,,,,United States,Financials,USD
BBT,BBT,,,Beacon Financial Corporation Common stock,Stock,United States,,,,,,United States,Financials,USD
BBTVF,BBTVF.TO,.TO,,BBTV Holdings Inc.,Stock,Canada,,,,,,Canada,Communication Services,USD
BBU,BBU,,,Brookfield Business Partners L.P.,Stock,Bermuda,,,,,,Bermuda,Industrials,USD
BBUC,BBUC,,,Brookfield Business Corporation Class A Exchangeable Subordinate Voting Shares,Stock,,,,,,,,Financials,USD
BBUCQ,BBUCQ,,,"Big Buck Brewery & Steakhouse, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
BBVA,BBVA.MC,.MC,,"Banco Bilbao Vizcaya Argentaria, S.A.",Stock,Spain,,,,,,Spain,Financials,USD
BBVXF,BBVXF.MC,.MC,,"Banco Bilbao Vizcaya Argentaria, S.A.",Stock,Spain,,,,,,Spain,Financials,USD
BBW,BBW,,,"Build-A-Bear Workshop, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
BBWI,BBWI,,,Bath & Body Works Inc.,Stock,United States,,,,,,United States,Industrials,USD
BBXIA,BBXIA,,,"BBX Capital, Inc.",Stock,United States,,,,,,United States,Financials,USD
BBXIB,BBXIB,,,"BBX Capital, Inc.",Stock,United States,,,,,,United States,Financials,USD
BBY,BBY,,,"Best Buy Co., Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
BC,BC,,,Brunswick Corporation,Stock,United States,,,,,,United States,Consumer Discretionary,USD
BCAB,BCAB,,,"BioAtla, Inc.",Stock,United States,,,,,,United States,Health Care,USD
BCAC,BCAC,,,Brookline Capital Acquisition Corp.,Stock,United States,,,,,,United States,Financials,USD
BCACU,BCACU,,,Brookline Capital Acquisition Corp.,Stock,United States,,,,,,United States,Financials,USD
BCACW,BCACW,,,Brookline Capital Acquisition Corp.,Stock,United States,,,,,,United States,Financials,USD
BCAL,BCAL,,,California BanCorp,Stock,United States,,,,,,United States,Financials,USD
BCAN,BCAN.TO,.TO,,BYND Cannasoft Enterprises Inc. Common Stock,Stock,Canada,,,,,,Canada,Information Technology,USD
BCAP,BCAP,,,"Baron Capital Enterprise, Inc.",Stock,United States,,,,,,United States,Financials,USD
BCAR,BCAR,,,D. Boral ARC Acquisition I Corp. Class A Ordinary Shares,Stock,United States,,,,,,United States,Financials,USD
BCARU,BCARU,,,D. Boral ARC Acquisition I Corp. Units,Stock,United States,,,,,,United States,Financials,USD
BCARW,BCARW,,,D. Boral ARC Acquisition I Corp. Warrant,Stock,United States,,,,,,United States,Financials,USD
BCAT,BCAT,,,BlackRock Capital Allocation Trust,Stock,United States,,,,,,United States,Financials,USD
BCAUF,BCAUF,,,Brilliance China Automotive Holdings Ltd.,Stock,,,,,,,,Consumer Discretionary,USD
BCAUY,BCAUY.HK,.HK,,Brilliance China Automotive Holdings Limited,Stock,Hong Kong,,,,,,Hong Kong,Consumer Discretionary,USD
BCAX,BCAX,,,Bicara Therapeutics Inc. Common Stock,Stock,United States,,,,,,United States,Health Care,USD
BCBF,BCBF,,,"Beach Community Bancshares, Inc.",Stock,United States,,,,,,United States,Financials,USD
BCBHF,BCBHF,,,Caribbean Investment Holdings Limited,Stock,Belize,,,,,,Belize,Financials,USD
BCBP,BCBP,,,"BCB Bancorp, Inc.",Stock,United States,,,,,,United States,Financials,USD
BCC,BCC,,,Boise Cascade Company,Stock,United States,,,,,,United States,Materials,USD
BCCEF,BCCEF.TO,.TO,,BacTech Environmental Corporation,Stock,Canada,,,,,,Canada,Industrials,USD
BCCI,BCCI,,,"Baristas Coffee Company, Inc.",Stock,United States,,,,,,United States,Consumer Staples,USD
BCCLF,BCCLF.MX,.MX,,"Becle, S.A.B. de C.V.",Stock,Mexico,,,,,,Mexico,Consumer Staples,USD
BCDA,BCDA,,,"BioCardia, Inc.",Stock,United States,,,,,,United States,Health Care,USD
BCDAW,BCDAW,,,"BioCardia, Inc.",Stock,United States,,,,,,United States,Health Care,USD
BCDI,BCDI.TO,.TO,,Polar Wireless Corp.,Stock,Canada,,,,,,Canada,Information Technology,USD
BCDMF,BCDMF.TO,.TO,,Kuuhubb Inc.,Stock,Canada,,,,,,Canada,Communication Services,USD
BCDRF,BCDRF.MC,.MC,,"Banco Santander, S.A.",Stock,Spain,,,,,,Spain,Financials,USD
BCDS,BCDS,,,Blaqclouds Inc.,Stock,United States,,,,,,United States,Information Technology,USD
BCE,BCE.TO,.TO,,BCE Inc.,Stock,Canada,,,,,,Canada,Communication Services,USD
BCEFF,BCEFF.TO,.TO,,BCE Inc.,Stock,Canada,,,,,,Canada,Communication Services,USD
BCEI,BCEI,,,"Bonanza Creek Energy, Inc.",Stock,United States,,,,,,United States,Energy,USD
BCEKF,BCEKF.TO,.TO,,Bear Creek Mining Corporation,Stock,Canada,,,,,,Canada,Materials,USD
BCEL,BCEL,,,"Atreca, Inc.",Stock,United States,,,,,,United States,Health Care,USD
BCEPF,BCEPF.TO,.TO,,BCE Inc.,Stock,Canada,,,,,,Canada,Communication Services,USD
BCG,BCG,,,Binah Capital Group Inc. Common Stock,Stock,United States,,,,,,United States,Real Estate,USD
BCGOF,BCGOF.TO,.TO,,Neo Battery Materials Ltd.,Stock,Canada,,,,,,Canada,Materials,USD
BCGWW,BCGWW,,,Binah Capital Group Inc. Warrants,Stock,United States,,,,,,United States,Real Estate,USD
BCH,BCH,,,Banco de Chile,Stock,Chile,,,,,,Chile,Financials,USD
BCHEY,BCHEY.AX,.AX,,Beach Energy Limited,Stock,Australia,,,,,,Australia,Energy,USD
BCHG,BCHG,,,Grayscale Bitcoin Cash Trust,Stock,United States,,,,,,United States,Financials,USD
BCHT,BCHT,,,Birchtech Corp. Common Stock,Stock,,,,,,,,Information Technology,USD
BCIC,BCIC,,,BCP Investment Corporation Common Stock,Stock,United States,,,,,,United States,Financials,USD
BCII,BCII,,,"Blockchain Industries, Inc.",Stock,United States,,,,,,United States,Financials,USD
BCKIF,BCKIF.L,.L,,Babcock International Group PLC,Stock,United Kingdom,,,,,,United Kingdom,Industrials,USD
BCKMF,BCKMF.TO,.TO,,The Becker Milk Company Limited,Stock,Canada,,,,,,Canada,Real Estate,USD
BCLI,BCLI,,,Brainstorm Cell Therapeutics Inc.,Stock,United States,,,,,,United States,Health Care,USD
BCLMF,BCLMF.L,.L,,Bacanora Lithium Plc,Stock,United Kingdom,,,,,,United Kingdom,Materials,USD
BCLYF,BCLYF.L,.L,,Barclays PLC,Stock,United Kingdom,,,,,,United Kingdom,Financials,USD
BCML,BCML,,,BayCom Corp,Stock,United States,,,,,,United States,Financials,USD
BCMRF,BCMRF.TO,.TO,,BCM Resources Corporation,Stock,Canada,,,,,,Canada,Materials,USD
BCMXY,BCMXY.SS,.SS,,"Bank of Communications Co., Ltd.",Stock,China,,,,,,China,Financials,USD
BCNAF,BCNAF.BR,.BR,,Barco NV,Stock,Belgium,,,,,,Belgium,Information Technology,USD
BCND,BCND,,,Beacon Redevelopment Industrial Corporation,Stock,United States,,,,,,United States,Industrials,USD
BCNN,BCNN.HK,.HK,,"Balincan USA, Inc.",Stock,Hong Kong,,,,,,Hong Kong,Consumer Discretionary,USD
BCO,BCO,,,The Brink's Company,Stock,United States,,,,,,United States,Industrials,USD
BCOMF,BCOMF.TA,.TA,,B Communications Ltd,Stock,Israel,,,,,,Israel,Communication Services,USD
BCOR,BCOR,,,"Blucora, Inc.",Stock,United States,,,,,,United States,Financials,USD
BCOV,BCOV,,,Brightcove Inc.,Stock,United States,,,,,,United States,Information Technology,USD
BCOW,BCOW,,,"1895 Bancorp of Wisconsin, Inc.",Stock,United States,,,,,,United States,Financials,USD
BCPC,BCPC,,,Balchem Corporation,Stock,United States,,,,,,United States,Materials,USD
BCRHF,BCRHF,,,Blue Capital Reinsurance Holdings Ltd.,Stock,Bermuda,,,,,,Bermuda,Financials,USD
BCRX,BCRX,,,"BioCryst Pharmaceuticals, Inc.",Stock,United States,,,,,,United States,Health Care,USD
BCS,BCS.L,.L,,Barclays PLC,Stock,United Kingdom,,,,,,United Kingdom,Financials,USD
BCSA,BCSA,,,Blockchain Coinvestors Acquisition Corp. I Class A Ordinary Shares,Stock,Cayman Islands,,,,,,Cayman Islands,Financials,USD
BCSAU,BCSAU,,,Blockchain Coinvestors Acquisition Corp. I Unit,Stock,Cayman Islands,,,,,,Cayman Islands,Financials,USD
BCSAW,BCSAW,,,Blockchain Coinvestors Acquisition Corp. I Warrant,Stock,Cayman Islands,,,,,,Cayman Islands,Financials,USD
BCSF,BCSF,,,"Bain Capital Specialty Finance, Inc.",Stock,United States,,,,,,United States,Financials,USD
BCSS,BCSS,,,Bain Capital GSS Investment Corp. Class A Ordinary Shares,Stock,,,,,,,,,USD
BCTF,BCTF,,,"Bancorp 34, Inc.",Stock,United States,,,,,,United States,Financials,USD
BCTG,BCTG,,,BCTG Acquisition Corp.,Stock,United States,,,,,,United States,Financials,USD
BCTX,BCTX.TO,.TO,,BriaCell Therapeutics Corp.,Stock,Canada,,,,,,Canada,Health Care,USD
BCTXL,BCTXL.TO,.TO,,BriaCell Therapeutics Corp. Warrant expiring 2031,Stock,Canada,,,,,,Canada,,USD
BCTXW,BCTXW.TO,.TO,,BriaCell Therapeutics Corp.,Stock,Canada,,,,,,Canada,Health Care,USD
BCTXZ,BCTXZ.TO,.TO,,BriaCell Therapeutics Corp. Warrant,Stock,Canada,,,,,,Canada,Health Care,USD
BCUCY,BCUCY.MI,.MI,,Brunello Cucinelli S.p.A.,Stock,Italy,,,,,,Italy,Consumer Discretionary,USD
BCUFF,BCUFF.TO,.TO,,Bell Copper Corporation,Stock,Canada,,,,,,Canada,Materials,USD
BCV,BCV,,,Bancroft Fund Ltd.,Stock,United States,,,,,,United States,Financials,USD
BCVVF,BCVVF.SI,.SI,,BOC Aviation Limited,Stock,Singapore,,,,,,Singapore,Industrials,USD
BCWG,BCWG.SS,.SS,,BCW Group Holding Inc,Stock,China,,,,,,China,Communication Services,USD
BCX,BCX,,,Blackrock Resources & Commodities Strategy Trust,Stock,United States,,,,,,United States,Financials,USD
BCYC,BCYC.L,.L,,Bicycle Therapeutics plc,Stock,United Kingdom,,,,,,United Kingdom,Health Care,USD
BCYIF,BCYIF.SA,.SA,,ISHARES,Stock,Brazil,,,,,,Brazil,Financials,USD
BCYP,BCYP,,,Big Cypress Acquisition Corp.,Stock,United States,,,,,,United States,Financials,USD
BCYPU,BCYPU,,,Big Cypress Acquisition Corp.,Stock,United States,,,,,,United States,Financials,USD
BCYPW,BCYPW,,,Big Cypress Acquisition Corp.,Stock,United States,,,,,,United States,Financials,USD
BDC,BDC,,,Belden Inc.,Stock,United States,,,,,,United States,Industrials,USD
BDCI,BDCI,,,BTC Development Corp. Class A Ordinary Shares,Stock,United States,,,,,,United States,Financials,USD
BDCIU,BDCIU,,,BTC Development Corp. Unit,Stock,United States,,,,,,United States,Financials,USD
BDCIW,BDCIW,,,BTC Development Corp. Warrant,Stock,United States,,,,,,United States,Financials,USD
BDCM,BDCM,,,"Broadcast Marketing Group, Inc.",Stock,United States,,,,,,United States,Industrials,USD
BDCO,BDCO,,,Blue Dolphin Energy Company,Stock,United States,,,,,,United States,Energy,USD
BDGCF,BDGCF.L,.L,,Black Dragon Gold Corp.,Stock,United Kingdom,,,,,,United Kingdom,Materials,USD
BDGR,BDGR,,,"Black Dragon Resource Companies, Inc.",Stock,United States,,,,,,United States,Energy,USD
BDGSF,BDGSF.L,.L,,Bank of Georgia Group PLC,Stock,United Kingdom,,,,,,United Kingdom,Financials,USD
BDGY,BDGY,,,Bridgeway National Corp.,Stock,United States,,,,,,United States,Industrials,USD
BDIC,BDIC,,,Blow & Drive Interlock Corporation,Stock,United States,,,,,,United States,Communication Services,USD
BDIMF,BDIMF.TO,.TO,,Black Diamond Group Limited,Stock,Canada,,,,,,Canada,Industrials,USD
BDJ,BDJ,,,BlackRock Enhanced Equity Dividend Trust,Stock,United States,,,,,,United States,Financials,USD
BDL,BDL,,,"Flanigan's Enterprises, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
BDMD,BDMD.SS,.SS,,Baird Medical Investment Holdings Ltd Ordinary Share,Stock,China,,,,,,China,Health Care,USD
BDMDW,BDMDW.SS,.SS,,Baird Medical Investment Holdings Ltd Warrant,Stock,China,,,,,,China,Health Care,USD
BDN,BDN,,,Brandywine Realty Trust,Stock,United States,,,,,,United States,Real Estate,USD
BDNNY,BDNNY.ST,.ST,,Boliden AB (publ),Stock,Sweden,,,,,,Sweden,Materials,USD
BDORY,BDORY.SA,.SA,,Banco do Brasil S.A.,Stock,Brazil,,,,,,Brazil,Financials,USD
BDOUY,BDOUY,,,"BDO Unibank, Inc.",Stock,Philippines,,,,,,Philippines,Financials,USD
BDPT,BDPT,,,"BioAdaptives, Inc.",Stock,United States,,,,,,United States,Consumer Staples,USD
BDR,BDR,,,"Blonder Tongue Laboratories, Inc.",Stock,United States,,,,,,United States,Information Technology,USD
BDRAF,BDRAF.TO,.TO,,Bombardier Inc.,Stock,Canada,,,,,,Canada,Industrials,USD
BDRBF,BDRBF.TO,.TO,,Bombardier Inc.,Stock,Canada,,,,,,Canada,Industrials,USD
BDRFF,BDRFF.DE,.DE,,Beiersdorf Aktiengesellschaft,Stock,Germany,,,,,,Germany,Consumer Staples,USD
BDRFY,BDRFY.DE,.DE,,Beiersdorf Aktiengesellschaft,Stock,Germany,,,,,,Germany,Consumer Staples,USD
BDRGF,BDRGF.TO,.TO,,Jaeger Resources Corp.,Stock,Canada,,,,,,Canada,Materials,USD
BDRPF,BDRPF.TO,.TO,,Bombardier Inc.,Stock,Canada,,,,,,Canada,Industrials,USD
BDRX,BDRX.L,.L,,Biodexa Pharmaceuticals plc American Depositary Shs,Stock,United Kingdom,,,,,,United Kingdom,Health Care,USD
BDRXF,BDRXF.TO,.TO,,Bombardier Inc.,Stock,Canada,,,,,,Canada,Industrials,USD
BDSI,BDSI,,,"BioDelivery Sciences International, Inc.",Stock,United States,,,,,,United States,Health Care,USD
BDSX,BDSX,,,"Biodesix, Inc.",Stock,United States,,,,,,United States,Health Care,USD
BDTX,BDTX,,,"Black Diamond Therapeutics, Inc.",Stock,United States,,,,,,United States,Health Care,USD
BDULF,BDULF,,,Bangkok Dusit Medical Services Public Company Limited,Stock,Thailand,,,,,,Thailand,Health Care,USD
BDUUF,BDUUF,,,Bangkok Dusit Medical Services Public Company Limited,Stock,Thailand,,,,,,Thailand,Health Care,USD
BDVB,BDVB,,,"Bagger Dave's Burger Tavern, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
BDVSF,BDVSF.JO,.JO,,The Bidvest Group Limited,Stock,South Africa,,,,,,South Africa,Industrials,USD
BDVSY,BDVSY.JO,.JO,,The Bidvest Group Limited,Stock,South Africa,,,,,,South Africa,Industrials,USD
BDWBF,BDWBF.HK,.HK,,Budweiser Brewing Company APAC Limited,Stock,Hong Kong,,,,,,Hong Kong,Consumer Staples,USD
BDWBY,BDWBY.HK,.HK,,Budweiser Brewing Company APAC Limited,Stock,Hong Kong,,,,,,Hong Kong,Consumer Staples,USD
BDX,BDX,,,"Becton, Dickinson and Company",Stock,United States,,,,,,United States,Health Care,USD
BDXB,BDXB,,,"Becton, Dickinson and Company",Stock,United States,,,,,,United States,Health Care,USD
BDYS,BDYS,,,BodyScan Corp.,Stock,United States,,,,,,United States,Health Care,USD
BE,BE,,,Bloom Energy Corporation,Stock,United States,,,,,,United States,Industrials,USD
BEAG,BEAG,,,Blue Eagle Lithium Inc.,Stock,United States,,,,,,United States,Materials,USD
BEAGR,BEAGR,,,Bold Eagle Acquisition Corp. Right,Stock,United States,,,,,,United States,Financials,USD
BEAGU,BEAGU,,,Bold Eagle Acquisition Corp. Units,Stock,United States,,,,,,United States,Financials,USD
BEAM,BEAM,,,Beam Therapeutics Inc.,Stock,United States,,,,,,United States,Health Care,USD
BEAT,BEAT,,,Heartbeam Inc. Common Stock,Stock,United States,,,,,,United States,Information Technology,USD
BEATW,BEATW,,,Heartbeam Inc. Warrant,Stock,United States,,,,,,United States,Information Technology,USD
BEBE,BEBE,,,"bebe stores, inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
BECEF,BECEF.TO,.TO,,BCE Inc.,Stock,Canada,,,,,,Canada,Communication Services,USD
BECN,BECN,,,"Beacon Roofing Supply, Inc.",Stock,United States,,,,,,United States,Industrials,USD
BEDU,BEDU.SS,.SS,,Bright Scholar Education Holdings Limited,Stock,China,,,,,,China,Consumer Staples,USD
BEEI,BEEI,,,"Bald Eagle Energy, Inc.",Stock,United States,,,,,,United States,Energy,USD
BEEM,BEEM,,,Beam Global,Stock,United States,,,,,,United States,Information Technology,USD
BEEMW,BEEMW,,,Beam Global,Stock,United States,,,,,,United States,Information Technology,USD
BEEN,BEEN,,,"Better Environment Concepts, Inc.",Stock,United States,,,,,,United States,Industrials,USD
BEEP,BEEP,,,Mobile Infrastructure Corporation Common Stock,Stock,,,,,,,,Financials,USD
BEES,BEES,,,"BEESFREE, Inc.",Stock,United States,,,,,,United States,Consumer Staples,USD
BEGI,BEGI.TO,.TO,,"Enterprise Group, Inc.",Stock,Canada,,,,,,Canada,Financials,USD
BEHL,BEHL,,,"Biocentric Energy Holdings, Inc.",Stock,United States,,,,,,United States,Industrials,USD
BEIJF,BEIJF.SS,.SS,,Beijing North Star Company Limited,Stock,China,,,,,,China,Real Estate,USD
BEKE,BEKE.SS,.SS,,KE Holdings Inc.,Stock,China,,,,,,China,Real Estate,USD
BEKSF,BEKSF.BR,.BR,,BEKAERT SA,Stock,Belgium,,,,,,Belgium,Industrials,USD
BELDF,BELDF.TO,.TO,,Batero Gold Corp.,Stock,Canada,,,,,,Canada,Materials,USD
BELFA,BELFA,,,Bel Fuse Inc.,Stock,United States,,,,,,United States,Information Technology,USD
BELFB,BELFB,,,Bel Fuse Inc.,Stock,United States,,,,,,United States,Information Technology,USD
BELGF,BELGF.AX,.AX,,Bellevue Gold Limited,Stock,Australia,,,,,,Australia,Materials,USD
BELMF,BELMF.TO,.TO,,Belmont Resources Inc.,Stock,Canada,,,,,,Canada,Materials,USD
BELP,BELP,,,"Belpointe REIT, Inc.",Stock,United States,,,,,,United States,Real Estate,USD
BEMGQ,BEMGQ,,,"Beta Music Group, Inc.",Stock,United States,,,,,,United States,Information Technology,USD
BEN,BEN,,,"Franklin Resources, Inc.",Stock,United States,,,,,,United States,Financials,USD
BENE,BENE,,,Benessere Capital Acquisition Corp.,Stock,United States,,,,,,United States,Financials,USD
BENER,BENER,,,Benessere Capital Acquisition Corp.,Stock,United States,,,,,,United States,Financials,USD
